chr1	100137398	100139397
chr1	1004420	1006419
chr1	100493523	100495522
chr1	100511613	100513612
chr1	100826662	100828661
chr1	100827723	100829722
chr1	100857928	100859927
chr1	100858766	100860765
chr1	100904994	100906993
chr1	100910332	100912331
chr1	100917388	100919387
chr1	100995633	100997632
chr1	10126263	10128262
chr1	101312170	101314169
chr1	101392123	101394122
chr1	101576851	101578850
chr1	101724517	101726516
chr1	101748947	101750946
chr1	101763418	101765417
chr1	101774127	101776126
chr1	101774723	101776722
chr1	101775252	101777251
chr1	10260480	10262479
chr1	103475009	103477008
chr1	10495977	10497976
chr1	1060000	1061999
chr1	1063012	1065011
chr1	10765613	10767612
chr1	107731091	107733090
chr1	107792404	107794403
chr1	107852531	107854530
chr1	10812574	10814573
chr1	108131876	108133875
chr1	10815126	10817125
chr1	108198492	108200491
chr1	108328305	108330304
chr1	108337182	108339181
chr1	108346587	108348586
chr1	108352165	108354164
chr1	108438921	108440920
chr1	108477205	108479204
chr1	108478130	108480129
chr1	108478764	108480763
chr1	108482879	108484878
chr1	10848974	10850973
chr1	108583240	108585239
chr1	108591169	108593168
chr1	108593072	108595071
chr1	108593507	108595506
chr1	108599337	108601336
chr1	108605516	108607515
chr1	108616805	108618804
chr1	108621246	108623245
chr1	108649546	108651545
chr1	108660261	108662260
chr1	108672545	108674544
chr1	108694591	108696590
chr1	109099138	109101137
chr1	109103528	109105527
chr1	109126139	109128138
chr1	109132229	109134228
chr1	109132867	109134866
chr1	109188617	109190616
chr1	109245788	109247787
chr1	10926308	10928307
chr1	1092784	1094783
chr1	109467137	109469136
chr1	109692947	109694946
chr1	109799336	109801335
chr1	109840978	109842977
chr1	109912401	109914400
chr1	10996676	10998675
chr1	110141902	110143901
chr1	110270673	110272672
chr1	110332480	110334479
chr1	110334908	110336907
chr1	110336176	110338175
chr1	110338712	110340711
chr1	110358193	110360192
chr1	110363045	110365044
chr1	110364091	110366090
chr1	110365589	110367588
chr1	110406069	110408068
chr1	110417222	110419221
chr1	110419092	110421091
chr1	110428595	110430594
chr1	110434266	110436265
chr1	110442334	110444333
chr1	110443576	110445575
chr1	110536453	110538452
chr1	110671888	110673887
chr1	110710462	110712461
chr1	110963065	110965064
chr1	110975702	110977701
chr1	111161765	111163764
chr1	111162493	111164492
chr1	111181871	111183870
chr1	111187249	111189248
chr1	111189208	111191207
chr1	111190270	111192269
chr1	111190774	111192773
chr1	111210320	111212319
chr1	111229219	111231218
chr1	111249013	111251012
chr1	111250967	111252966
chr1	111255054	111257053
chr1	111261778	111263777
chr1	111264639	111266638
chr1	111328991	111330990
chr1	111466226	111468225
chr1	111734530	111736529
chr1	111734847	111736846
chr1	111756671	111758670
chr1	111757773	111759772
chr1	111758993	111760992
chr1	111761500	111763499
chr1	112057471	112059470
chr1	112057985	112059984
chr1	112134783	112136782
chr1	112142569	112144568
chr1	112195607	112197606
chr1	112290632	112292631
chr1	11235656	11237655
chr1	1123771	1125770
chr1	112386805	112388804
chr1	113368315	113370314
chr1	11392009	11394008
chr1	114235587	114237586
chr1	114325261	114327260
chr1	114372930	114374929
chr1	114655640	114657639
chr1	115024245	115026244
chr1	115604400	115606399
chr1	115604930	115606929
chr1	115712867	115714866
chr1	115721286	115723285
chr1	115731984	115733983
chr1	115872370	115874369
chr1	116290212	116292211
chr1	116370271	116372270
chr1	116878044	116880043
chr1	116922450	116924449
chr1	117016990	117018989
chr1	117029932	117031931
chr1	117031164	117033163
chr1	117039563	117041562
chr1	117045456	117047455
chr1	117046240	117048239
chr1	117049973	117051972
chr1	117050748	117052747
chr1	117079239	117081238
chr1	117099948	117101947
chr1	117128548	117130547
chr1	117129608	117131607
chr1	117131156	117133155
chr1	117168924	117170923
chr1	117279768	117281767
chr1	117280571	117282570
chr1	117305141	117307140
chr1	117312457	117314456
chr1	117346581	117348580
chr1	117358318	117360317
chr1	117420821	117422820
chr1	117423924	117425923
chr1	117532398	117534397
chr1	11760902	11762901
chr1	117619106	117621105
chr1	118193355	118195354
chr1	118196382	118198381
chr1	118198017	118200016
chr1	118200585	118202584
chr1	118202860	118204859
chr1	118206078	118208077
chr1	118207700	118209699
chr1	11942071	11944070
chr1	119667489	119669488
chr1	11967826	11969825
chr1	120146862	120148861
chr1	120180000	120181999
chr1	120274685	120276684
chr1	12049936	12051935
chr1	120524670	120526669
chr1	120529371	120531370
chr1	120529996	120531995
chr1	120629728	120631727
chr1	120685838	120687837
chr1	120691630	120693629
chr1	120759961	120761960
chr1	12111284	12113283
chr1	12113478	12115477
chr1	12192259	12194258
chr1	12209888	12211887
chr1	12212505	12214504
chr1	12232879	12234878
chr1	12234266	12236265
chr1	12235373	12237372
chr1	12237233	12239232
chr1	12238222	12240221
chr1	12239651	12241650
chr1	12243261	12245260
chr1	12244367	12246366
chr1	12484698	12486697
chr1	12493107	12495106
chr1	12507894	12509893
chr1	12508410	12510409
chr1	12512576	12514575
chr1	12545673	12547672
chr1	12599053	12601052
chr1	12599689	12601688
chr1	12608878	12610877
chr1	12615658	12617657
chr1	13930846	13932845
chr1	13948993	13950992
chr1	144532902	144534901
chr1	144535285	144537284
chr1	144907456	144909455
chr1	144907976	144909975
chr1	144985743	144987742
chr1	144986272	144988271
chr1	144987246	144989245
chr1	145008437	145010436
chr1	145011692	145013691
chr1	145023119	145025118
chr1	145054140	145056139
chr1	145058159	145060158
chr1	145063638	145065637
chr1	145089379	145091378
chr1	145113451	145115450
chr1	145188327	145190326
chr1	145195015	145197014
chr1	145225753	145227752
